Date,Year,Month,Day,Water_Year,Climate_class,DOY,Season,Outlet_water_temperature
3/10/95,1995,3,10,1995,Wet,69,Spring,0
3/11/95,1995,3,11,1995,Wet,70,Spring,0
3/12/95,1995,3,12,1995,Wet,71,Spring,0
3/13/95,1995,3,13,1995,Wet,72,Spring,0
3/14/95,1995,3,14,1995,Wet,73,Spring,0
3/15/95,1995,3,15,1995,Wet,74,Spring,0
3/16/95,1995,3,16,1995,Wet,75,Spring,0
3/17/95,1995,3,17,1995,Wet,76,Spring,0
3/18/95,1995,3,18,1995,Wet,77,Spring,0
3/19/95,1995,3,19,1995,Wet,78,Spring,0
3/20/95,1995,3,20,1995,Wet,79,Spring,0
3/21/95,1995,3,21,1995,Wet,80,Spring,0
3/22/95,1995,3,22,1995,Wet,81,Spring,0
3/23/95,1995,3,23,1995,Wet,82,Spring,0
3/24/95,1995,3,24,1995,Wet,83,Spring,0
3/25/95,1995,3,25,1995,Wet,84,Spring,0
3/26/95,1995,3,26,1995,Wet,85,Spring,0
3/27/95,1995,3,27,1995,Wet,86,Spring,0
3/28/95,1995,3,28,1995,Wet,87,Spring,0
3/29/95,1995,3,29,1995,Wet,88,Spring,0
3/30/95,1995,3,30,1995,Wet,89,Spring,0
3/31/95,1995,3,31,1995,Wet,90,Spring,0
4/1/95,1995,4,1,1995,Wet,91,Spring,0
4/2/95,1995,4,2,1995,Wet,92,Spring,0
4/3/95,1995,4,3,1995,Wet,93,Spring,0
4/4/95,1995,4,4,1995,Wet,94,Spring,0
4/5/95,1995,4,5,1995,Wet,95,Spring,0
4/6/95,1995,4,6,1995,Wet,96,Spring,0
4/7/95,1995,4,7,1995,Wet,97,Spring,0
4/8/95,1995,4,8,1995,Wet,98,Spring,0
4/9/95,1995,4,9,1995,Wet,99,Spring,0
4/10/95,1995,4,10,1995,Wet,100,Spring,0
4/11/95,1995,4,11,1995,Wet,101,Spring,0
4/12/95,1995,4,12,1995,Wet,102,Spring,0
4/13/95,1995,4,13,1995,Wet,103,Spring,0
4/14/95,1995,4,14,1995,Wet,104,Spring,0
4/15/95,1995,4,15,1995,Wet,105,Spring,0
4/16/95,1995,4,16,1995,Wet,106,Spring,0
4/17/95,1995,4,17,1995,Wet,107,Spring,0
4/18/95,1995,4,18,1995,Wet,108,Spring,0
4/19/95,1995,4,19,1995,Wet,109,Spring,0
4/20/95,1995,4,20,1995,Wet,110,Spring,0
4/21/95,1995,4,21,1995,Wet,111,Spring,0
4/22/95,1995,4,22,1995,Wet,112,Spring,0
4/23/95,1995,4,23,1995,Wet,113,Spring,0
4/24/95,1995,4,24,1995,Wet,114,Spring,0
4/25/95,1995,4,25,1995,Wet,115,Spring,0
4/26/95,1995,4,26,1995,Wet,116,Spring,0
4/27/95,1995,4,27,1995,Wet,117,Spring,0
4/28/95,1995,4,28,1995,Wet,118,Spring,0
4/29/95,1995,4,29,1995,Wet,119,Spring,0
4/30/95,1995,4,30,1995,Wet,120,Spring,0
5/1/95,1995,5,1,1995,Wet,121,Spring,0
5/2/95,1995,5,2,1995,Wet,122,Spring,0
5/3/95,1995,5,3,1995,Wet,123,Spring,0
5/4/95,1995,5,4,1995,Wet,124,Spring,0
5/5/95,1995,5,5,1995,Wet,125,Spring,0
5/6/95,1995,5,6,1995,Wet,126,Spring,0
5/7/95,1995,5,7,1995,Wet,127,Spring,0
5/8/95,1995,5,8,1995,Wet,128,Spring,0
5/9/95,1995,5,9,1995,Wet,129,Spring,0
5/10/95,1995,5,10,1995,Wet,130,Spring,0
5/11/95,1995,5,11,1995,Wet,131,Spring,0
5/12/95,1995,5,12,1995,Wet,132,Spring,0
5/13/95,1995,5,13,1995,Wet,133,Spring,0
5/14/95,1995,5,14,1995,Wet,134,Spring,0
5/15/95,1995,5,15,1995,Wet,135,Spring,0
5/16/95,1995,5,16,1995,Wet,136,Spring,0
5/17/95,1995,5,17,1995,Wet,137,Spring,0
5/18/95,1995,5,18,1995,Wet,138,Spring,0
5/19/95,1995,5,19,1995,Wet,139,Spring,0.1
5/20/95,1995,5,20,1995,Wet,140,Spring,0.1
5/21/95,1995,5,21,1995,Wet,141,Spring,0.1
5/22/95,1995,5,22,1995,Wet,142,Spring,0.1
5/23/95,1995,5,23,1995,Wet,143,Spring,0.1
5/24/95,1995,5,24,1995,Wet,144,Spring,0.1
5/25/95,1995,5,25,1995,Wet,145,Spring,0.1
5/26/95,1995,5,26,1995,Wet,146,Spring,0.1
5/27/95,1995,5,27,1995,Wet,147,Spring,0.1
5/28/95,1995,5,28,1995,Wet,148,Spring,0.1
5/29/95,1995,5,29,1995,Wet,149,Spring,0.1
5/30/95,1995,5,30,1995,Wet,150,Spring,0.2
5/31/95,1995,5,31,1995,Wet,151,Spring,0.2
6/1/95,1995,6,1,1995,Wet,152,Summer,0.2
6/2/95,1995,6,2,1995,Wet,153,Summer,0.2
6/3/95,1995,6,3,1995,Wet,154,Summer,0.3
6/4/95,1995,6,4,1995,Wet,155,Summer,0.3
6/5/95,1995,6,5,1995,Wet,156,Summer,0.3
6/6/95,1995,6,6,1995,Wet,157,Summer,0.3
6/7/95,1995,6,7,1995,Wet,158,Summer,0.3
6/8/95,1995,6,8,1995,Wet,159,Summer,0.3
6/9/95,1995,6,9,1995,Wet,160,Summer,0.3
6/10/95,1995,6,10,1995,Wet,161,Summer,0.3
6/11/95,1995,6,11,1995,Wet,162,Summer,0.3
6/12/95,1995,6,12,1995,Wet,163,Summer,0.4
6/13/95,1995,6,13,1995,Wet,164,Summer,0.5
6/14/95,1995,6,14,1995,Wet,165,Summer,0.5
6/15/95,1995,6,15,1995,Wet,166,Summer,0.4
6/16/95,1995,6,16,1995,Wet,167,Summer,0.3
6/17/95,1995,6,17,1995,Wet,168,Summer,0.4
6/18/95,1995,6,18,1995,Wet,169,Summer,0.4
6/19/95,1995,6,19,1995,Wet,170,Summer,0.4
6/20/95,1995,6,20,1995,Wet,171,Summer,0.5
6/21/95,1995,6,21,1995,Wet,172,Summer,0.5
6/22/95,1995,6,22,1995,Wet,173,Summer,0.6
6/23/95,1995,6,23,1995,Wet,174,Summer,0.7
6/24/95,1995,6,24,1995,Wet,175,Summer,0.7
6/25/95,1995,6,25,1995,Wet,176,Summer,0.8
6/26/95,1995,6,26,1995,Wet,177,Summer,0.9
6/27/95,1995,6,27,1995,Wet,178,Summer,1
6/28/95,1995,6,28,1995,Wet,179,Summer,1
6/29/95,1995,6,29,1995,Wet,180,Summer,1
6/30/95,1995,6,30,1995,Wet,181,Summer,1.1
7/1/95,1995,7,1,1995,Wet,182,Summer,1.1
7/2/95,1995,7,2,1995,Wet,183,Summer,1.1
7/3/95,1995,7,3,1995,Wet,184,Summer,1.2
7/4/95,1995,7,4,1995,Wet,185,Summer,1.3
7/5/95,1995,7,5,1995,Wet,186,Summer,1.4
7/6/95,1995,7,6,1995,Wet,187,Summer,1.5
7/7/95,1995,7,7,1995,Wet,188,Summer,1.6
7/8/95,1995,7,8,1995,Wet,189,Summer,1.7
7/9/95,1995,7,9,1995,Wet,190,Summer,1.8
7/10/95,1995,7,10,1995,Wet,191,Summer,1.9
7/11/95,1995,7,11,1995,Wet,192,Summer,1.9
7/12/95,1995,7,12,1995,Wet,193,Summer,1.9
7/13/95,1995,7,13,1995,Wet,194,Summer,2
7/14/95,1995,7,14,1995,Wet,195,Summer,2.1
7/15/95,1995,7,15,1995,Wet,196,Summer,2.3
7/16/95,1995,7,16,1995,Wet,197,Summer,2.4
7/17/95,1995,7,17,1995,Wet,198,Summer,2.4
7/18/95,1995,7,18,1995,Wet,199,Summer,2.5
7/19/95,1995,7,19,1995,Wet,200,Summer,2.6
7/20/95,1995,7,20,1995,Wet,201,Summer,2.7
7/21/95,1995,7,21,1995,Wet,202,Summer,2.8
7/22/95,1995,7,22,1995,Wet,203,Summer,3
7/23/95,1995,7,23,1995,Wet,204,Summer,3.2
7/24/95,1995,7,24,1995,Wet,205,Summer,3.6
7/25/95,1995,7,25,1995,Wet,206,Summer,3.7
7/26/95,1995,7,26,1995,Wet,207,Summer,4
7/27/95,1995,7,27,1995,Wet,208,Summer,4.3
7/28/95,1995,7,28,1995,Wet,209,Summer,4.6
7/29/95,1995,7,29,1995,Wet,210,Summer,4.7
7/30/95,1995,7,30,1995,Wet,211,Summer,5.1
7/31/95,1995,7,31,1995,Wet,212,Summer,6
8/1/95,1995,8,1,1995,Wet,213,Summer,6.1
8/2/95,1995,8,2,1995,Wet,214,Summer,7
8/3/95,1995,8,3,1995,Wet,215,Summer,7.4
8/4/95,1995,8,4,1995,Wet,216,Summer,7.7
8/5/95,1995,8,5,1995,Wet,217,Summer,8.3
8/6/95,1995,8,6,1995,Wet,218,Summer,8.1
8/7/95,1995,8,7,1995,Wet,219,Summer,8.5
8/8/95,1995,8,8,1995,Wet,220,Summer,8.7
8/9/95,1995,8,9,1995,Wet,221,Summer,9.1
8/10/95,1995,8,10,1995,Wet,222,Summer,9.2
8/11/95,1995,8,11,1995,Wet,223,Summer,9.3
8/12/95,1995,8,12,1995,Wet,224,Summer,9.6
8/13/95,1995,8,13,1995,Wet,225,Summer,10.1
8/14/95,1995,8,14,1995,Wet,226,Summer,10.4
8/15/95,1995,8,15,1995,Wet,227,Summer,10.5
8/16/95,1995,8,16,1995,Wet,228,Summer,10.7
8/17/95,1995,8,17,1995,Wet,229,Summer,10.7
8/18/95,1995,8,18,1995,Wet,230,Summer,11
8/19/95,1995,8,19,1995,Wet,231,Summer,11.4
8/20/95,1995,8,20,1995,Wet,232,Summer,11.1
8/21/95,1995,8,21,1995,Wet,233,Summer,10.6
8/22/95,1995,8,22,1995,Wet,234,Summer,10.4
8/23/95,1995,8,23,1995,Wet,235,Summer,10.5
8/24/95,1995,8,24,1995,Wet,236,Summer,10.8
8/25/95,1995,8,25,1995,Wet,237,Summer,11.3
8/26/95,1995,8,26,1995,Wet,238,Summer,11.5
8/27/95,1995,8,27,1995,Wet,239,Summer,11.3
8/28/95,1995,8,28,1995,Wet,240,Summer,11.2
8/29/95,1995,8,29,1995,Wet,241,Summer,11.5
8/30/95,1995,8,30,1995,Wet,242,Summer,12
8/31/95,1995,8,31,1995,Wet,243,Summer,12.6
9/1/95,1995,9,1,1995,Wet,244,Autumn,12.4
9/2/95,1995,9,2,1995,Wet,245,Autumn,12
9/3/95,1995,9,3,1995,Wet,246,Autumn,11.9
9/4/95,1995,9,4,1995,Wet,247,Autumn,12.4
9/5/95,1995,9,5,1995,Wet,248,Autumn,12.4
9/6/95,1995,9,6,1995,Wet,249,Autumn,12.3
9/7/95,1995,9,7,1995,Wet,250,Autumn,12.5
9/8/95,1995,9,8,1995,Wet,251,Autumn,12.6
9/9/95,1995,9,9,1995,Wet,252,Autumn,12.7
9/10/95,1995,9,10,1995,Wet,253,Autumn,12.7
9/11/95,1995,9,11,1995,Wet,254,Autumn,12.7
9/12/95,1995,9,12,1995,Wet,255,Autumn,12.9
9/13/95,1995,9,13,1995,Wet,256,Autumn,13.2
9/14/95,1995,9,14,1995,Wet,257,Autumn,13.1
9/15/95,1995,9,15,1995,Wet,258,Autumn,13
9/16/95,1995,9,16,1995,Wet,259,Autumn,12.9
9/17/95,1995,9,17,1995,Wet,260,Autumn,12.9
9/18/95,1995,9,18,1995,Wet,261,Autumn,13.1
9/19/95,1995,9,19,1995,Wet,262,Autumn,13.1
9/20/95,1995,9,20,1995,Wet,263,Autumn,13.3
9/21/95,1995,9,21,1995,Wet,264,Autumn,13.3
9/22/95,1995,9,22,1995,Wet,265,Autumn,13.1
9/23/95,1995,9,23,1995,Wet,266,Autumn,12.8
9/24/95,1995,9,24,1995,Wet,267,Autumn,12.8
9/25/95,1995,9,25,1995,Wet,268,Autumn,12.5
9/26/95,1995,9,26,1995,Wet,269,Autumn,12.6
9/27/95,1995,9,27,1995,Wet,270,Autumn,12.2
9/28/95,1995,9,28,1995,Wet,271,Autumn,12.1
9/29/95,1995,9,29,1995,Wet,272,Autumn,11.9
9/30/95,1995,9,30,1995,Wet,273,Autumn,12
10/1/95,1995,10,1,1996,Average,274,Autumn,11.9
10/2/95,1995,10,2,1996,Average,275,Autumn,12
10/3/95,1995,10,3,1996,Average,276,Autumn,12.1
10/4/95,1995,10,4,1996,Average,277,Autumn,11.9
10/5/95,1995,10,5,1996,Average,278,Autumn,11.7
10/6/95,1995,10,6,1996,Average,279,Autumn,11.6
10/7/95,1995,10,7,1996,Average,280,Autumn,11.3
10/8/95,1995,10,8,1996,Average,281,Autumn,11.1
10/9/95,1995,10,9,1996,Average,282,Autumn,11
10/10/95,1995,10,10,1996,Average,283,Autumn,11
10/11/95,1995,10,11,1996,Average,284,Autumn,10.7
10/12/95,1995,10,12,1996,Average,285,Autumn,10.9
10/13/95,1995,10,13,1996,Average,286,Autumn,11.1
10/14/95,1995,10,14,1996,Average,287,Autumn,11.1
10/15/95,1995,10,15,1996,Average,288,Autumn,10.6
10/16/95,1995,10,16,1996,Average,289,Autumn,10.3
10/17/95,1995,10,17,1996,Average,290,Autumn,10.4
10/18/95,1995,10,18,1996,Average,291,Autumn,10.4
10/19/95,1995,10,19,1996,Average,292,Autumn,10.3
10/20/95,1995,10,20,1996,Average,293,Autumn,10.3
10/21/95,1995,10,21,1996,Average,294,Autumn,9.9
10/22/95,1995,10,22,1996,Average,295,Autumn,9.2
10/23/95,1995,10,23,1996,Average,296,Autumn,8.9
10/24/95,1995,10,24,1996,Average,297,Autumn,8.7
10/25/95,1995,10,25,1996,Average,298,Autumn,8.7
10/26/95,1995,10,26,1996,Average,299,Autumn,9.2
10/27/95,1995,10,27,1996,Average,300,Autumn,9.4
10/28/95,1995,10,28,1996,Average,301,Autumn,9
10/29/95,1995,10,29,1996,Average,302,Autumn,8.6
10/30/95,1995,10,30,1996,Average,303,Autumn,8.5
10/31/95,1995,10,31,1996,Average,304,Autumn,8.3
11/1/95,1995,11,1,1996,Average,305,Autumn,8.3
11/2/95,1995,11,2,1996,Average,306,Autumn,7.8
11/3/95,1995,11,3,1996,Average,307,Autumn,7.4
11/4/95,1995,11,4,1996,Average,308,Autumn,7.2
11/5/95,1995,11,5,1996,Average,309,Autumn,6.8
11/6/95,1995,11,6,1996,Average,310,Autumn,6.9
11/7/95,1995,11,7,1996,Average,311,Autumn,7.3
11/8/95,1995,11,8,1996,Average,312,Autumn,6.9
11/9/95,1995,11,9,1996,Average,313,Autumn,6.4
11/10/95,1995,11,10,1996,Average,314,Autumn,6.5
11/11/95,1995,11,11,1996,Average,315,Autumn,6.6
11/12/95,1995,11,12,1996,Average,316,Autumn,6.5
11/13/95,1995,11,13,1996,Average,317,Autumn,6.4
11/14/95,1995,11,14,1996,Average,318,Autumn,6.2
11/15/95,1995,11,15,1996,Average,319,Autumn,5.7
11/16/95,1995,11,16,1996,Average,320,Autumn,5.6
11/17/95,1995,11,17,1996,Average,321,Autumn,5.4
11/18/95,1995,11,18,1996,Average,322,Autumn,5.2
11/19/95,1995,11,19,1996,Average,323,Autumn,5
11/20/95,1995,11,20,1996,Average,324,Autumn,4.9
11/21/95,1995,11,21,1996,Average,325,Autumn,4.8
11/22/95,1995,11,22,1996,Average,326,Autumn,5
11/23/95,1995,11,23,1996,Average,327,Autumn,5
11/24/95,1995,11,24,1996,Average,328,Autumn,4.9
11/25/95,1995,11,25,1996,Average,329,Autumn,4.8
11/26/95,1995,11,26,1996,Average,330,Autumn,4.4
11/27/95,1995,11,27,1996,Average,331,Autumn,4.3
11/28/95,1995,11,28,1996,Average,332,Autumn,4.5
11/29/95,1995,11,29,1996,Average,333,Autumn,4.4
11/30/95,1995,11,30,1996,Average,334,Autumn,4.3
12/1/95,1995,12,1,1996,Average,335,Winter,4.1
12/2/95,1995,12,2,1996,Average,336,Winter,4.1
12/3/95,1995,12,3,1996,Average,337,Winter,4.1
12/4/95,1995,12,4,1996,Average,338,Winter,4.1
12/5/95,1995,12,5,1996,Average,339,Winter,4.1
12/6/95,1995,12,6,1996,Average,340,Winter,4
12/7/95,1995,12,7,1996,Average,341,Winter,4
12/8/95,1995,12,8,1996,Average,342,Winter,4
12/9/95,1995,12,9,1996,Average,343,Winter,4.1
12/10/95,1995,12,10,1996,Average,344,Winter,4.1
12/11/95,1995,12,11,1996,Average,345,Winter,3.9
12/12/95,1995,12,12,1996,Average,346,Winter,1.5
12/13/95,1995,12,13,1996,Average,347,Winter,1.5
12/14/95,1995,12,14,1996,Average,348,Winter,1.3
12/15/95,1995,12,15,1996,Average,349,Winter,0.8
12/16/95,1995,12,16,1996,Average,350,Winter,0.7
12/17/95,1995,12,17,1996,Average,351,Winter,0.8
12/18/95,1995,12,18,1996,Average,352,Winter,0.7
12/19/95,1995,12,19,1996,Average,353,Winter,0.6
12/20/95,1995,12,20,1996,Average,354,Winter,0.4
12/21/95,1995,12,21,1996,Average,355,Winter,0.5
12/22/95,1995,12,22,1996,Average,356,Winter,0.6
12/23/95,1995,12,23,1996,Average,357,Winter,0.6
12/24/95,1995,12,24,1996,Average,358,Winter,0.5
12/25/95,1995,12,25,1996,Average,359,Winter,0.5
12/26/95,1995,12,26,1996,Average,360,Winter,0.5
12/27/95,1995,12,27,1996,Average,361,Winter,0.5
12/28/95,1995,12,28,1996,Average,362,Winter,0.6
12/29/95,1995,12,29,1996,Average,363,Winter,0.5
12/30/95,1995,12,30,1996,Average,364,Winter,0.5
12/31/95,1995,12,31,1996,Average,365,Winter,0.8
1/1/96,1996,1,1,1996,Average,1,Winter,0.8
1/2/96,1996,1,2,1996,Average,2,Winter,0.9
1/3/96,1996,1,3,1996,Average,3,Winter,0.9
1/4/96,1996,1,4,1996,Average,4,Winter,0.8
1/5/96,1996,1,5,1996,Average,5,Winter,0.7
1/6/96,1996,1,6,1996,Average,6,Winter,0.8
1/7/96,1996,1,7,1996,Average,7,Winter,0.6
1/8/96,1996,1,8,1996,Average,8,Winter,0.4
1/9/96,1996,1,9,1996,Average,9,Winter,0.5
1/10/96,1996,1,10,1996,Average,10,Winter,0.6
1/11/96,1996,1,11,1996,Average,11,Winter,0.7
1/12/96,1996,1,12,1996,Average,12,Winter,0.6
1/13/96,1996,1,13,1996,Average,13,Winter,0.5
1/14/96,1996,1,14,1996,Average,14,Winter,0.5
1/15/96,1996,1,15,1996,Average,15,Winter,0.5
1/16/96,1996,1,16,1996,Average,16,Winter,0.5
1/17/96,1996,1,17,1996,Average,17,Winter,0.7
1/18/96,1996,1,18,1996,Average,18,Winter,0.5
1/19/96,1996,1,19,1996,Average,19,Winter,0.6
1/20/96,1996,1,20,1996,Average,20,Winter,0.5
1/21/96,1996,1,21,1996,Average,21,Winter,0.4
1/22/96,1996,1,22,1996,Average,22,Winter,0.4
1/23/96,1996,1,23,1996,Average,23,Winter,0.4
1/24/96,1996,1,24,1996,Average,24,Winter,0.4
1/25/96,1996,1,25,1996,Average,25,Winter,0.4
1/26/96,1996,1,26,1996,Average,26,Winter,0.4
1/27/96,1996,1,27,1996,Average,27,Winter,0.3
1/28/96,1996,1,28,1996,Average,28,Winter,0.4
1/29/96,1996,1,29,1996,Average,29,Winter,0.3
1/30/96,1996,1,30,1996,Average,30,Winter,0.3
1/31/96,1996,1,31,1996,Average,31,Winter,0.3
2/1/96,1996,2,1,1996,Average,32,Winter,0.4
2/2/96,1996,2,2,1996,Average,33,Winter,0.4
2/3/96,1996,2,3,1996,Average,34,Winter,0.3
2/4/96,1996,2,4,1996,Average,35,Winter,0.3
2/5/96,1996,2,5,1996,Average,36,Winter,0.5
2/6/96,1996,2,6,1996,Average,37,Winter,1.2
2/7/96,1996,2,7,1996,Average,38,Winter,0.6
2/8/96,1996,2,8,1996,Average,39,Winter,0.4
2/9/96,1996,2,9,1996,Average,40,Winter,0.4
2/10/96,1996,2,10,1996,Average,41,Winter,0.4
2/11/96,1996,2,11,1996,Average,42,Winter,0.4
2/12/96,1996,2,12,1996,Average,43,Winter,0.4
2/13/96,1996,2,13,1996,Average,44,Winter,0.4
2/14/96,1996,2,14,1996,Average,45,Winter,0.4
2/15/96,1996,2,15,1996,Average,46,Winter,0.4
2/16/96,1996,2,16,1996,Average,47,Winter,0.4
2/17/96,1996,2,17,1996,Average,48,Winter,0.4
2/18/96,1996,2,18,1996,Average,49,Winter,0.4
2/19/96,1996,2,19,1996,Average,50,Winter,0.4
2/20/96,1996,2,20,1996,Average,51,Winter,0.3
2/21/96,1996,2,21,1996,Average,52,Winter,1.1
2/22/96,1996,2,22,1996,Average,53,Winter,0.3
2/23/96,1996,2,23,1996,Average,54,Winter,0.1
2/24/96,1996,2,24,1996,Average,55,Winter,0
2/25/96,1996,2,25,1996,Average,56,Winter,0
2/26/96,1996,2,26,1996,Average,57,Winter,0
2/27/96,1996,2,27,1996,Average,58,Winter,0
2/28/96,1996,2,28,1996,Average,59,Winter,0
2/29/96,1996,2,29,1996,Average,60,Winter,0
3/1/96,1996,3,1,1996,Average,61,Spring,0
3/2/96,1996,3,2,1996,Average,62,Spring,0
3/3/96,1996,3,3,1996,Average,63,Spring,0
3/4/96,1996,3,4,1996,Average,64,Spring,0
3/5/96,1996,3,5,1996,Average,65,Spring,0
3/6/96,1996,3,6,1996,Average,66,Spring,0
3/7/96,1996,3,7,1996,Average,67,Spring,0
3/8/96,1996,3,8,1996,Average,68,Spring,0
3/9/96,1996,3,9,1996,Average,69,Spring,0
3/10/96,1996,3,10,1996,Average,70,Spring,0
3/11/96,1996,3,11,1996,Average,71,Spring,0
3/12/96,1996,3,12,1996,Average,72,Spring,0
3/13/96,1996,3,13,1996,Average,73,Spring,0
3/14/96,1996,3,14,1996,Average,74,Spring,0
3/15/96,1996,3,15,1996,Average,75,Spring,0
3/16/96,1996,3,16,1996,Average,76,Spring,0
3/17/96,1996,3,17,1996,Average,77,Spring,0
3/18/96,1996,3,18,1996,Average,78,Spring,0
3/19/96,1996,3,19,1996,Average,79,Spring,0
3/20/96,1996,3,20,1996,Average,80,Spring,0
3/21/96,1996,3,21,1996,Average,81,Spring,0
3/22/96,1996,3,22,1996,Average,82,Spring,0
3/23/96,1996,3,23,1996,Average,83,Spring,0
3/24/96,1996,3,24,1996,Average,84,Spring,0
3/25/96,1996,3,25,1996,Average,85,Spring,0
3/26/96,1996,3,26,1996,Average,86,Spring,0
3/27/96,1996,3,27,1996,Average,87,Spring,0
3/28/96,1996,3,28,1996,Average,88,Spring,0
3/29/96,1996,3,29,1996,Average,89,Spring,0
3/30/96,1996,3,30,1996,Average,90,Spring,0
3/31/96,1996,3,31,1996,Average,91,Spring,0
4/1/96,1996,4,1,1996,Average,92,Spring,0
4/2/96,1996,4,2,1996,Average,93,Spring,0
4/3/96,1996,4,3,1996,Average,94,Spring,0
4/4/96,1996,4,4,1996,Average,95,Spring,0
4/5/96,1996,4,5,1996,Average,96,Spring,0
4/6/96,1996,4,6,1996,Average,97,Spring,0
4/7/96,1996,4,7,1996,Average,98,Spring,0
4/8/96,1996,4,8,1996,Average,99,Spring,0
4/9/96,1996,4,9,1996,Average,100,Spring,0
4/10/96,1996,4,10,1996,Average,101,Spring,0
4/11/96,1996,4,11,1996,Average,102,Spring,0
4/12/96,1996,4,12,1996,Average,103,Spring,0
4/13/96,1996,4,13,1996,Average,104,Spring,0
4/14/96,1996,4,14,1996,Average,105,Spring,0
4/15/96,1996,4,15,1996,Average,106,Spring,0
4/16/96,1996,4,16,1996,Average,107,Spring,0
4/17/96,1996,4,17,1996,Average,108,Spring,0
4/18/96,1996,4,18,1996,Average,109,Spring,0
4/19/96,1996,4,19,1996,Average,110,Spring,0
4/20/96,1996,4,20,1996,Average,111,Spring,0
4/21/96,1996,4,21,1996,Average,112,Spring,0
4/22/96,1996,4,22,1996,Average,113,Spring,0
4/23/96,1996,4,23,1996,Average,114,Spring,0
4/24/96,1996,4,24,1996,Average,115,Spring,0
4/25/96,1996,4,25,1996,Average,116,Spring,0
4/26/96,1996,4,26,1996,Average,117,Spring,0
4/27/96,1996,4,27,1996,Average,118,Spring,0.1
4/28/96,1996,4,28,1996,Average,119,Spring,0.1
4/29/96,1996,4,29,1996,Average,120,Spring,0.1
4/30/96,1996,4,30,1996,Average,121,Spring,0.2
5/1/96,1996,5,1,1996,Average,122,Spring,0.1
5/2/96,1996,5,2,1996,Average,123,Spring,0.2
5/3/96,1996,5,3,1996,Average,124,Spring,0.2
5/4/96,1996,5,4,1996,Average,125,Spring,0.2
5/5/96,1996,5,5,1996,Average,126,Spring,0.3
5/6/96,1996,5,6,1996,Average,127,Spring,0.4
5/7/96,1996,5,7,1996,Average,128,Spring,0.4
5/8/96,1996,5,8,1996,Average,129,Spring,0.5
5/9/96,1996,5,9,1996,Average,130,Spring,0.4
5/10/96,1996,5,10,1996,Average,131,Spring,0.6
5/11/96,1996,5,11,1996,Average,132,Spring,0.6
5/12/96,1996,5,12,1996,Average,133,Spring,0.6
5/13/96,1996,5,13,1996,Average,134,Spring,0.7
5/14/96,1996,5,14,1996,Average,135,Spring,0.6
5/15/96,1996,5,15,1996,Average,136,Spring,0.5
5/16/96,1996,5,16,1996,Average,137,Spring,0.4
5/17/96,1996,5,17,1996,Average,138,Spring,0.5
5/18/96,1996,5,18,1996,Average,139,Spring,0.6
5/19/96,1996,5,19,1996,Average,140,Spring,0.6
5/20/96,1996,5,20,1996,Average,141,Spring,0.6
5/21/96,1996,5,21,1996,Average,142,Spring,0.6
5/22/96,1996,5,22,1996,Average,143,Spring,0.6
5/23/96,1996,5,23,1996,Average,144,Spring,0.4
5/24/96,1996,5,24,1996,Average,145,Spring,0.3
5/25/96,1996,5,25,1996,Average,146,Spring,0.3
5/26/96,1996,5,26,1996,Average,147,Spring,0.4
5/27/96,1996,5,27,1996,Average,148,Spring,0.3
5/28/96,1996,5,28,1996,Average,149,Spring,0.4
5/29/96,1996,5,29,1996,Average,150,Spring,0.4
5/30/96,1996,5,30,1996,Average,151,Spring,0.4
5/31/96,1996,5,31,1996,Average,152,Spring,0.5
6/1/96,1996,6,1,1996,Average,153,Summer,0.6
6/2/96,1996,6,2,1996,Average,154,Summer,1.2
6/3/96,1996,6,3,1996,Average,155,Summer,1.5
6/4/96,1996,6,4,1996,Average,156,Summer,1.7
6/5/96,1996,6,5,1996,Average,157,Summer,2
6/6/96,1996,6,6,1996,Average,158,Summer,2.2
6/7/96,1996,6,7,1996,Average,159,Summer,2.5
6/8/96,1996,6,8,1996,Average,160,Summer,2.8
6/9/96,1996,6,9,1996,Average,161,Summer,3.1
6/10/96,1996,6,10,1996,Average,162,Summer,3.6
6/11/96,1996,6,11,1996,Average,163,Summer,4.3
6/12/96,1996,6,12,1996,Average,164,Summer,4.9
6/13/96,1996,6,13,1996,Average,165,Summer,5.1
6/14/96,1996,6,14,1996,Average,166,Summer,5.2
6/15/96,1996,6,15,1996,Average,167,Summer,5.6
6/16/96,1996,6,16,1996,Average,168,Summer,6
6/17/96,1996,6,17,1996,Average,169,Summer,6.5
6/18/96,1996,6,18,1996,Average,170,Summer,6.7
6/19/96,1996,6,19,1996,Average,171,Summer,7.3
6/20/96,1996,6,20,1996,Average,172,Summer,7.3
6/21/96,1996,6,21,1996,Average,173,Summer,7.7
6/22/96,1996,6,22,1996,Average,174,Summer,8.1
6/23/96,1996,6,23,1996,Average,175,Summer,8
6/24/96,1996,6,24,1996,Average,176,Summer,7.3
6/25/96,1996,6,25,1996,Average,177,Summer,6.6
6/26/96,1996,6,26,1996,Average,178,Summer,6.7
6/27/96,1996,6,27,1996,Average,179,Summer,7.8
6/28/96,1996,6,28,1996,Average,180,Summer,8.8
6/29/96,1996,6,29,1996,Average,181,Summer,9.3
6/30/96,1996,6,30,1996,Average,182,Summer,9.7
7/1/96,1996,7,1,1996,Average,183,Summer,9.8
7/2/96,1996,7,2,1996,Average,184,Summer,10.2
7/3/96,1996,7,3,1996,Average,185,Summer,10.5
